Lead_ID,Client_Name,Company_Segment,City,Assigned_Agent,Lead_Date,Status,Response_Time,Interaction_Count,Target_Sales
CL-0410,Client_410,a Government Service provider,Subang Jaa,Agent_B,9-Sep-24,Converted ,21.5 hrs,5,1498.03
CL-2785,Client_2785,a Government Service provider,Pinang,Agent_A,22-Feb-23,Qualified ,18,41,3500.96
CL-2544,Client_2544,a regional Financial Institution,Petalingg Jaya,Agent_B,19/07/2024,NEW,11.6,31,3654.78
CL-1204,Client_1204,a private Manufacturing enterprise, Cyberjaya,Agent_D,12/2/2024,Los,18,19 interactions,4776.97
CL-2813,Client_2813,a Government Service provider,Klanng,Agent_A,3/1/2023,Qualifed,57.2,36,3183.73
CL-2753,Client_2753,a major Telecommunications provider,Cyberjya,Agent_B,23/10/2024, Qualified,0.3 days,47,3656.06
CL-2360, Client_2360,a Government Service provider, Putrajaya,Agent_D,4/5/2023,Converted,7,10,4552.39
CL-1693,Client_1693,a private Manufacturing enterprise,Peneng,Agent_C,4/26/2024,lost,53.5h,11,3275.85
CL-1129,CLIENT_1129,a leading Utility company, Seremban,Agent_D,29.01.2024,new,28,25,4273.28
CL-0086,CLIENT_086,a major Telecommunications provider,SHAH ALAM,Agent_D,5/15/2023,Conctacted,35.2,39,3538.11
CL-1465,Client_1465,a major Telecommunications provider,Cyberjaya,Agent_B,30-Jul-24,Qualifed,35.4 hrs,48,2771.81
CL-0518,Client_518,a Government Service provider, Cyberjaya,Agent_D,2/25/2023, Contacted,39.1 hrs,45,1851.46
CL-1848,Client_1848,a leading Utility company,shah alam,Agent_D,27/08/2023,Conveted,2.2 days,25,2842.25
CL-1030,Client_1030,a regional Financial Institution,klang,Agent_B,18-Jul-24,new,68.5 hours,30,4720.28
CL-2133,Client_2133,a leading Utility company,Subang Jaya,Agent_A,30/10/2024,Contacted ,1.0 hours,N/A,4756.86
CL-2309,Client_2309,a regional Financial Institution,Petaling Jaya,Agent_B,15/12/2024,Convereted,49,N/A,3837.31
CL-2756,client_2756,a leading Utility company,putrajaya,Agent_B,8/9/2023,NEW,22.5h,6,3292.94
CL-2001,Client_2001,a private Manufacturing enterprise,Malacaa,Agent_D,1-Sep-24,NEW,24,1,2367.54
CL-0877,Client_877,a major Telecommunications provider, Putrajaya,Agent_A,30/03/2024,New ,46.5,27,3225.1
CL-2620,Client_2620,a regional Financial Institution,Johor  Bahru,Agent_D,03.07.2023,converted,42,21,1010.14
CL-0504,Client_504,a regional Financial Institution,Kota Kinabalu,Agent_D,4/9/2023, New,13.3,32,2241.26
CL-0525,client_525,a major Telecommunications provider,Putrajaya,Agent_C,09.11.2023, Contacted,0.6 days,35,2148.42
CL-0799,Client_799,a private Manufacturing enterprise,Putrajaya,Agent_A,2-Nov-23, New,30.0 hours,8,2709.73
CL-2846,Client_2846,a Government Service provider,Malacca,Agent_A,17-Sep-24,Contactd,39.9h,47,3772.3
CL-2195,Client_2195,a Government Service provider,Alor Setar,Agent_C,3/24/2023,Converted,67.6 hrs,31,1947.49
CL-2481,Client_2481,a leading Utility company,K.Lumpur,Agent_A,9/8/2024,Contactd,17.7 hrs,N/A,1847.61
CL-1480,CLIENT_1480,a leading Utility company,Petaling Jya,Agent_B,10-Apr-24,Qualified ,43.7h,10 interactions,1960.49
CL-1620,Client_1620,a private Manufacturing enterprise,KL,Agent_B,29-Jun-23, New,15.6 hrs,28,2039.25
CL-0242,Client_242,a private Manufacturing enterprise,Seremban,Agent_C,24/06/2024,Nw,64.0h,5,4483.84
CL-2078,Client_2078,a regional Financial Institution,Kuala  Lumpur,Agent_D,26/05/2023,New ,44.2h,9,3531.47
CL-2775,Client_2775,a leading Utility company,Peneng,Agent_B,1/21/2023,Conctacted,0.9 days,44,2927.36
CL-0971,Client_971,a Government Service provider,Alor  Setar,Agent_A,4/11/2024,Contacted ,21.7 hours,11,1515.24
CL-0119,Client_119,a regional Financial Institution,Malacaa,Agent_D,29-Nov-23,LOST,0.9 days,7,3176.41
CL-2218,Client_2218,a Government Service provider,Serembn,Agent_D,14-Oct-23,converted,10.6 hours,N/A,4289.47
CL-2695,Client_2695,a Government Service provider,malacca,Agent_A,27/06/2024, Contacted,61.3,42,1936.46
CL-2809,Client_2809,a major Telecommunications provider,Ipho,Agent_D,20/08/2023,LOST,66,27,4191.23
CL-0265,Client_265,a leading Utility company,Klang,Agent_A,24/01/2023,Qualifed,57,12,2619.23
CL-2136,Client_2136,a major Telecommunications provider,Malaka,Agent_B,29.01.2023,new,2.9 days,12,4835.93
CL-2206,Client_2206,a leading Utility company,Kuchng,Agent_B,15-Nov-24,Qualifeid,33.1h,2,2494.57
CL-1614,Client_1614,a leading Utility company,Ipho,Agent_D,11/10/2023,Qualifed,52.6h,14,2434.4
CL-1806,Client_1806,a regional Financial Institution,Klang ,Agent_B,30-Sep-23,CONTACTED,16.8,9,2464.59
CL-1390,Client_1390,a leading Utility company,Klanng,Agent_B,3-May-23,Converted,40.8,-2,1871.87
CL-1414,Client_1414,a leading Utility company,Alor Setr,Agent_C,6/5/2024, New,58.1,12,4966.58
CL-2207,Client_2207,a leading Utility company,Ipho,Agent_C,30/11/2024,NEW,49.8 hrs,24,3062.55
CL-2787,Client_2787,a private Manufacturing enterprise,petaling jaya,Agent_D,15.01.2024,Qualified,34,29,3005.6
CL-2457,CLIENT_2457,a Government Service provider,Klang,Agent_B,8/26/2023,Convereted,19.6h,17,1227.06
CL-2351,Client_2351,a Government Service provider,Putrajaya,Agent_B,8/4/2023,converted,19,26,2535.63
CL-0437, Client_437,a leading Utility company,Malacaa,Agent_D,10/8/2023,QUALIFIED,12,38,4164.35
CL-0948,Client_948,a regional Financial Institution,Alor Setar,Agent_D,19.04.2024,New,44.5 hours,7,3590.93
CL-0720,Client_720,a private Manufacturing enterprise,Petalingg Jaya,Agent_C,25/03/2024,Conveted,46.6,6,4446.12
CL-1060,Client_1060,a regional Financial Institution,Johor Bahru ,Agent_B,20.08.2024,New ,2.6 days,27,1415.67
CL-2896,Client_2896,a Government Service provider,Klanng,Agent_D,10-Nov-23, Lost,32.8 hours,18,4981.45
CL-0467,Client_467,a private Manufacturing enterprise,IPOH,Agent_A,09.10.2023,NEW,20.5 hrs,9,4310.76
CL-0022,Client_022,a private Manufacturing enterprise,Petalng Jaya,Agent_B,24-May-23,new,18.4,36,3857.54
CL-2300,Client_2300,a leading Utility company, Putrajaya,Agent_C,11.12.2024,Lost,53.5 hours,41,4489.04
CL-1050,Client_1050,a Government Service provider,Kota Kinaballu,Agent_C,29/05/2023,New ,49,30,3010.03
CL-0551,Client_551,a regional Financial Institution,petaling jaya,Agent_C,25.08.2024,contacted,0.3 days,-1,2821.32
CL-1088,Client_1088,a Government Service provider,cyberjaya,Agent_B,15/08/2024,Qualified ,18.4h,20,2714.64
CL-2501,CLIENT_2501,a regional Financial Institution,Putrajya,Agent_A,28-Jan-24, Contacted,40.7,49,2757.54
CL-2558,Client_2558 ,a major Telecommunications provider,Kuching,Agent_D,17-Aug-23,Qualified,0.9 days,12 interactions,4428.96
CL-1322,Client_1322,a leading Utility company,SHAH ALAM,Agent_B,3/26/2024,Qualifed,55.4 hours,12,3123.91
CL-0408,Client_408,a regional Financial Institution,Alor Setar ,Agent_D,12/13/2024,Qualified,66.7h,44,2852.82
CL-2720,Client_2720,a regional Financial Institution, Putrajaya,Agent_D,27-May-24,Qualified,1.3 days,7,3978.84
CL-0420,CLIENT_420,a private Manufacturing enterprise,JB,Agent_B,7/25/2024,Qualified ,65.6h,41,3085.18
CL-1081,Client_1081,a leading Utility company,Alor Setr,Agent_B,6-Dec-23, Qualified,22.6,45,4380.87
CL-0932,Client_932,a Government Service provider,KUCHING,Agent_A,17-Jun-23, Contacted,48,14,4910.32
CL-2865,CLIENT_2865,a leading Utility company,Klanng,Agent_B,12/14/2024,Qualified,33.1 hours,10,1544.83
CL-1016,Client_1016,a private Manufacturing enterprise,penang,Agent_D,10/4/2024,contacted,10.9 hrs,3,2959.66
CL-0084,Client_084,a Government Service provider,Malacca,Agent_C,4/10/2024, Contacted,8.8h,1,2241.63
CL-2167,Client_2167,a regional Financial Institution,Klang ,Agent_D,12-Oct-23,contacted,1.0 days,17,4905.68
CL-2003,Client_2003,a leading Utility company,kuchng,Agent_B,8/15/2023,NEW,39.9,19,3683.96
CL-0062,Client_062,a private Manufacturing enterprise,KK,Agent_B,14/03/2024,Nw,24.9h,7,4119.44
CL-2560,Client_2560,a regional Financial Institution,shah alam,Agent_A,25/05/2024,Contactd,1.2 hours,16,1855.61
CL-2168,Client_2168,a Government Service provider,Alor Setr,Agent_D,19-Feb-24,Conctacted,4.3,18,1403.78
CL-1534,Client_1534,a major Telecommunications provider,Kuala Lumpur ,Agent_A,21-Apr-24,Conveted,1.3 days,33,4308.14
CL-2076,Client_2076,a regional Financial Institution,Alor Setar,Agent_B,18-Feb-23, Contacted,22.2 hours,39,1563.23
CL-2609,Client_2609,a regional Financial Institution,Kota Kinabalu,Agent_B,4-Dec-24,Converted ,37,33,3823.8
CL-1576,Client_1576,a private Manufacturing enterprise,subang jaya,Agent_D,27/03/2023, Converted,13.1 hrs,17,1797.66
CL-2560,Client_2560,a leading Utility company,shah alam,Agent_A,25/05/2024,Contactd,1.2 hours,16,2839.32
CL-0268,Client_268,a regional Financial Institution,kota kinabalu,Agent_B,8/14/2024,CONVERTED,13.9 hours,8,3734.46
CL-1003,Client_1003,a private Manufacturing enterprise,kuala lumpur,Agent_A,10/3/2023,LOST,3.7h,11 interactions,4857.99
CL-0024,Client_024,a leading Utility company,Johore Bahru,Agent_B,3-Jan-23,Contactd,56.6 hours,47,1109.95
CL-1035,Client_1035,a leading Utility company,Cyber Jaya,Agent_C,2/6/2024,Converted ,68.3 hrs,2,3657.67
CL-0220,Client_220 ,a major Telecommunications provider,Serembn,Agent_D,2/5/2023,Los,38,1,3647.57
CL-2227,client_2227,a regional Financial Institution,Klang,Agent_B,4/12/2024,CONTACTED,30.4,21,2879.72
CL-0019,Client_019,a Government Service provider,Kuala Lumpr,Agent_A,25/12/2024,New,62,18,4064.39
CL-0914,Client_914,a leading Utility company,Cyberjya,Agent_D,5/21/2024,qualified,4.7 hours,46,1801
CL-2023,Client_2023,a major Telecommunications provider,Alor  Setar,Agent_C,2/21/2023,Contactd,62.2h,3,1326.65
CL-2073,Client_2073,a leading Utility company,PENANG,Agent_B,22-Oct-24,New ,28.2,50,4804.46
CL-1021,Client_1021,a major Telecommunications provider,Seremban,Agent_D,28-Jul-24,Nw,41.9 hrs,47,4520.1
CL-0509,Client_509,a leading Utility company,Malacaa,Agent_B,25-Jul-24,Qualifeid,46.2 hours,45,2676.62
CL-0425,Client_425,a Government Service provider,putrajaya,Agent_B,5-Aug-23,LOST,10.7 hrs,17,3154.19
CL-2869,client_2869,a leading Utility company,Kota Kinaballu,Agent_D,9/19/2024,Qualifed,15.5 hours,50,2538.31
CL-0210,Client_210,a private Manufacturing enterprise,Penang ,Agent_D,24.05.2023,Contacted ,1.0h,49,1573.73
CL-1812,Client_1812,a major Telecommunications provider,Kuala  Lumpur,Agent_A,2/16/2024,Conctacted,35,N/A,1650.57
CL-1969,Client_1969,a leading Utility company,kota kinabalu,Agent_D,28-Feb-23,NEW,71.5 hours,42,2070.6
CL-1067,Client_1067,a regional Financial Institution,K.Lumpur,Agent_B,08.11.2024,Contacted,66.8,14,2253.42
CL-1205,Client_1205,a major Telecommunications provider,seremban,Agent_C,14.09.2024,contacted,54,7,3408.32
CL-2834,Client_2834,a private Manufacturing enterprise,putrajaya,Agent_D,29/07/2023,new,24.0 hours,9,2155.62
CL-2541,Client_2541,a major Telecommunications provider,Kuala  Lumpur,Agent_C,5-Jun-24, Converted,3,50,3232.86
CL-0406,CLIENT_406,a leading Utility company,Sha Alam,Agent_D,6/14/2023,Qualified,60,14,3164.25
CL-1437,Client_1437,a private Manufacturing enterprise,PJ,Agent_A,29/12/2024,Contactd,4.7 hrs,1,1834.63
CL-2017,Client_2017,a private Manufacturing enterprise, Shah Alam,Agent_D,13.07.2024,Qualified,60.0h,45,2971.16
CL-0941,Client_941,a major Telecommunications provider,Kuchng,Agent_B,8/23/2023,Qualified,68.2h,6,2143.78
CL-0385,Client_385,a Government Service provider,alor setar,Agent_B,9/28/2024,Converted,27.1 hours,26,3181.52
CL-2519,client_2519,a private Manufacturing enterprise,Klang,Agent_B,19-Jul-23,New ,15,31,2538.48
CL-2685,Client_2685,a private Manufacturing enterprise,Johor,Agent_C,24/04/2023,contacted,16.5 hrs,44,1270.69
CL-2934,Client_2934,a Government Service provider,Johor Bahru ,Agent_C,7/11/2024,Conctacted,66.0 hours,15,2529.58
CL-2928,Client_2928,a private Manufacturing enterprise,Johor  Bahru,Agent_C,5/6/2023,CONTACTED,0.6 days,44,4419.09
CL-0195,CLIENT_195,a Government Service provider,Ipoh ,Agent_B,20-Jun-24,Nw,0.7 days,8,2176.61
CL-0818,Client_818,a private Manufacturing enterprise,Kota Kinaballu,Agent_A,3/6/2023,new,2.4 days,22,2354.06
CL-1473,Client_1473,a private Manufacturing enterprise,Kuching ,Agent_B,13/08/2024,Qualifed,54.2,42,2741.43
CL-0490,Client_490,a regional Financial Institution, Shah Alam,Agent_A,29.09.2024,New,0.5 days,-5,4482.29
CL-0456,Client_456,a regional Financial Institution,Melacca,Agent_C,29/12/2024,Lost ,46.3h,-1,1091.6
CL-1229,Client_1229,a major Telecommunications provider,Subang Jya,Agent_C,29/08/2023,CONTACTED,2.5 days,26,4014.42
CL-0328,Client_328,a regional Financial Institution,Kuala Lumpur ,Agent_B,20-Sep-24, Converted,51.8 hours,5 interactions,3339.21
CL-0246,Client_246,a regional Financial Institution,Klanng,Agent_C,1-Sep-24, Lost,2.6 hours,29,1161.14
CL-2392,Client_2392,a private Manufacturing enterprise,Kuala Lumpr,Agent_C,15/09/2023,NEW,14.0 hrs,19,3991.71
CL-2349,Client_2349,a private Manufacturing enterprise, Klang,Agent_A,02.04.2023,Qualifed,0.5 days,6,3062.38
CL-1433,Client_1433,a private Manufacturing enterprise,Ipoh,Agent_A,19.01.2023,Contacted ,15.5 hours,21,1918.11
CL-1304,Client_1304,a leading Utility company,Petaling  Jaya,Agent_C,28/01/2023,converted,9.3h,-4,3682.65
CL-2313,Client_2313,a Government Service provider,KUCHING,Agent_A,2/11/2023,Contacted,0.6 days,3,1280.19
CL-0985,Client_985,a Government Service provider,Alor Setar,Agent_C,18/05/2024,Lost ,7.8 hours,40,3449.57
CL-2696,Client_2696 ,a private Manufacturing enterprise,Klanng,Agent_C,14-Sep-24, Contacted,3,12,1945.41
CL-1850,Client_1850,a private Manufacturing enterprise,Klang,Agent_D,6/4/2023,new,39.8,11,2333.71
CL-0887,CLIENT_887,a major Telecommunications provider,Alor Setar,Agent_C,8-May-23,Lost ,14.4h,50,1450.13
CL-1547,Client_1547,a major Telecommunications provider,putrajaya,Agent_C,16.06.2023,Los,5.2 hours,4,2519.59
CL-2779,Client_2779,a regional Financial Institution,Alor Setr,Agent_A,4/1/2024,Contacted,60.9 hours,8 interactions,4776.23
CL-2947,Client_2947,a regional Financial Institution,Kuala Lumpur ,Agent_D,22/03/2023,new,22,N/A,2602.46
CL-0827,Client_827,a leading Utility company,Cyberjya,Agent_C,28-Feb-23,Contactd,40.5,13,4906.9
CL-1918,CLIENT_1918,a major Telecommunications provider,malacca,Agent_B,15/02/2023,Conveted,24.8 hrs,49,3031.23
CL-1647,Client_1647,a leading Utility company,Cyberjaya,Agent_B,26-Oct-23, New,15.4 hours,34,4603.28
CL-2857,Client_2857,a leading Utility company,Kota Kinablu,Agent_B,25-Mar-24,CONTACTED,29,23,1162.46
CL-0381,Client_381,a regional Financial Institution,Shah Alm,Agent_D,10.02.2023,Los,67.2 hours,1,3176.41
CL-2954,Client_2954,a Government Service provider,Cyber Jaya,Agent_B,12/17/2023,qualified,1.0 hours,4 interactions,3192.03
CL-1213,Client_1213,a regional Financial Institution,Seremban ,Agent_A,5/16/2023,Nw,21.0 hours,21,1644.2
CL-0762,CLIENT_762,a major Telecommunications provider,Kuala Lumpr,Agent_B,4/29/2024,Conctacted,25,11,3749.8
CL-1406,Client_1406,a private Manufacturing enterprise,Serembn,Agent_A,27/03/2024,Contacted,69,22,4752.19
CL-1314,Client_1314,a regional Financial Institution,KL,Agent_A,22/01/2024,New,25.4 hrs,5,3079.83
CL-2786,Client_2786,a leading Utility company,Kuchng,Agent_A,4-Sep-24,Los,18,44,3851.34
CL-0705,Client_705,a regional Financial Institution,penang,Agent_A,5/31/2024,CONTACTED,22.9h,40,4650.23
CL-2651,Client_2651,a leading Utility company,Johore Bahru,Agent_D,12-Sep-24,contacted,52.9 hours,49,3639.78
CL-0700,Client_700,a major Telecommunications provider,Kota Kinablu,Agent_D,21/01/2023,Nw,2.6 days,27,4793.28
CL-0431,Client_431,a major Telecommunications provider,PJ,Agent_C,10/3/2024,Qualified,61,19 interactions,4615.12
CL-2991,Client_2991,a Government Service provider,Kota Kinablu,Agent_B,10/1/2023,Contacted,22.9 hours,21,1822.82
CL-2686,Client_2686,a regional Financial Institution,Shah  Alam,Agent_B,3/24/2023,qualified,2.9 days,41,3583.83
CL-2829,Client_2829 ,a major Telecommunications provider,K.Lumpur,Agent_D,1/10/2023,Qualifed,9.7 hrs,8,4444.96
CL-2626,Client_2626,a regional Financial Institution,putrajaya,Agent_C,25-May-23, Contacted,35,23,3979.67
CL-2624,Client_2624,a Government Service provider,ipoh,Agent_C,4/29/2023,CONVERTED,21.4 hours,47,3051.84
CL-1891,Client_1891,a leading Utility company,subang jaya,Agent_C,1/29/2023,Converted,68.5,33,2949.87
CL-1343,Client_1343,a regional Financial Institution,cyberjaya,Agent_D,27-Dec-23,Contactd,3.9h,41,4736.04
CL-2968,Client_2968,a leading Utility company,Subang Jaya,Agent_D,2/10/2023,Los,24.2h,46,4191.71
CL-0659,Client_659,a major Telecommunications provider,alor setar,Agent_D,12/13/2023,Qualified,0.4 days,2,2665.38
CL-2872,Client_2872,a private Manufacturing enterprise,Ipoh,Agent_A,22/02/2023,New ,46.5h,15,3929.99
CL-0516,Client_516,a private Manufacturing enterprise,Ipoh ,Agent_B,5/14/2024, Qualified,0.1 days,50,4436.05
CL-2491,Client_2491,a major Telecommunications provider,Kota  Kinabalu,Agent_D,20/01/2023,Lost ,12,19,4807.06
CL-2130,Client_2130,a regional Financial Institution,petaling jaya,Agent_B,8-Aug-23,contacted,32.6 hours,46,4815.37
CL-1609,CLIENT_1609,a private Manufacturing enterprise,IPOH,Agent_D,20-Jul-23,Contactd,24.5h,35,2189.75
CL-0045,Client_045,a private Manufacturing enterprise,kota kinabalu,Agent_B,28.03.2024,QUALIFIED,34,6,4393.16
CL-0484,Client_484,a private Manufacturing enterprise,Alor  Setar,Agent_A,3/21/2024,lost,39.1,24,1829.79
CL-2231,Client_2231,a major Telecommunications provider,Petalingg Jaya,Agent_B,3/3/2023,Nw,11,5,3387.42
CL-0642,Client_642,a leading Utility company,Petaling Jya,Agent_D,17.01.2023,Qualified ,2.1 days,2,2766.53
CL-0415,Client_415,a Government Service provider,Klanng,Agent_D,27.06.2024,Los,1,16,2732.45
CL-0962,Client_962,a major Telecommunications provider,Subang Jaya,Agent_D,17/03/2024,contacted,26.5 hours,43,3890.59
CL-1299,Client_1299 ,a private Manufacturing enterprise,Kota Kinabalu,Agent_C,6/7/2023,Contactd,50.0h,26,3244.84
CL-2406,Client_2406,a private Manufacturing enterprise, Subang Jaya,Agent_D,8-Nov-24,new,55.9h,9,4034.11
CL-1756,Client_1756,a leading Utility company,K.Lumpur,Agent_A,19/02/2023,Qualified,15.3,45,1024.59
CL-2123,client_2123,a major Telecommunications provider,Johor  Bahru,Agent_D,5-Mar-24,Contactd,36.9,17,1253.08
CL-1213,Client_1213,a major Telecommunications provider,Seremban ,Agent_A,5/16/2023,Nw,21.0 hours,21,4704.99
CL-2597,CLIENT_2597,a regional Financial Institution,kuala lumpur,Agent_C,24/08/2023,new,40.2 hrs,13,1781.53
CL-1061,Client_1061,a major Telecommunications provider,Cyberjaya,Agent_B,18-Jun-24,Qualifed,35.5 hours,47,3534.45
CL-2505,Client_2505,a leading Utility company,Alor  Setar,Agent_B,18/07/2024,Qualified ,21,25,2971.47
CL-0803,Client_803,a leading Utility company,Malaka,Agent_A,22.07.2024,new,2.9 days,11,1780.12
CL-1952,Client_1952,a regional Financial Institution,Shah  Alam,Agent_B,27.11.2024,new,14.4 hrs,44,3597.3
CL-0672,Client_672,a leading Utility company,Kota Kinabalu,Agent_B,10/24/2023,Contacted,37,7,1837.27
CL-2794,CLIENT_2794,a leading Utility company,klang,Agent_D,1-Aug-23,NEW,4.7,3,3591.82
CL-1027,Client_1027,a major Telecommunications provider,Kota Kinablu,Agent_C,20/07/2024,contacted,20,28,2781.77
CL-0226,Client_226,a leading Utility company,kuchng,Agent_C,6/2/2023,Contactd,39.0 hrs,20,3630.89
CL-1667,Client_1667,a leading Utility company,SHAH ALAM,Agent_A,6/7/2023,qualified,3.0 days,26,3979.81
CL-0498,Client_498,a major Telecommunications provider,Klang,Agent_C,3/3/2023,Nw,38.8,15,4940.85
CL-0092,Client_092,a private Manufacturing enterprise,klang,Agent_A,31/01/2024,Contacted,0.4 days,7,3623.51
CL-0894,Client_894,a leading Utility company,Kuala Lumpr,Agent_D,13-Mar-23,Conctacted,21.1h,24,3724.55
CL-2240,Client_2240,a major Telecommunications provider,Johor,Agent_A,22/09/2024,NEW,0.7 days,30,3044.89
CL-1724,Client_1724,a Government Service provider,Subang Jaa,Agent_D,05.05.2023,QUALIFIED,52.9 hrs,1,3435.12
CL-1968,Client_1968,a leading Utility company,Johor,Agent_C,27/07/2024,Qualifed,71,12,1599.32
CL-0044,Client_044,a regional Financial Institution,Cyberjya,Agent_A,9/22/2024,Contactd,0.5 hours,38,4670.51
CL-2249, Client_2249,a leading Utility company,Alor Setar ,Agent_C,12/12/2023,Conctacted,49.3,26,4648.73
CL-1988,Client_1988,a Government Service provider,Ipoh ,Agent_B,8-Feb-23,LOST,31.0 hrs,29,1702.62
CL-2493,Client_2493 ,a private Manufacturing enterprise,Peneng,Agent_A,10-Mar-24,Nw,37.6 hrs,9,1894.24
CL-2476,Client_2476,a regional Financial Institution, Kuching,Agent_B,3/20/2024,new,58.7,16,2119.28
CL-2461,Client_2461 ,a Government Service provider,Ipoh ,Agent_A,17-Apr-23,Los,15.4,6,4211.17
CL-1927,Client_1927,a private Manufacturing enterprise,Subang Jaya,Agent_C,17-Sep-24,New,49,39,3408.38
CL-1452,Client_1452,a major Telecommunications provider,KK,Agent_D,2/2/2024,Conveted,43.9 hours,17,1182.49
CL-0110,Client_110,a regional Financial Institution, Putrajaya,Agent_C,5/3/2024,Convereted,7.6h,18,3575.04
CL-1309,Client_1309,a regional Financial Institution,Putrajaya,Agent_D,28-Oct-24,Converted,68.5 hours,21,2877.67
CL-2192,Client_2192,a major Telecommunications provider,Kota Kinaballu,Agent_C,7/20/2023,Nw,13.8,26,2813.15
CL-1824,Client_1824,a Government Service provider,Alor Setar,Agent_C,07.08.2024, Converted,55.4 hrs,33,2659.55
CL-0229,Client_229,a private Manufacturing enterprise,Seremban,Agent_D,12-Jul-23,Contactd,65.4 hours,1,2462.57
CL-2703,Client_2703,a private Manufacturing enterprise,Johor Bahru ,Agent_D,11-Apr-23,Contacted,56.8h,30,2494.26
CL-2252,Client_2252,a regional Financial Institution,Petaling Jya,Agent_A,5/10/2023,Converted,0.5 days,11 interactions,4138.42
CL-2840,Client_2840,a leading Utility company,penang,Agent_C,15/04/2024,Lost,22.5 hrs,38,4087.66
CL-1895,client_1895,a regional Financial Institution,seremban,Agent_A,17/12/2024,New,24,23,4888.07
CL-0403,Client_403,a regional Financial Institution,Alor  Setar,Agent_A,9-Oct-24,NEW,51,44,3193.96
CL-1985,Client_1985,a regional Financial Institution,Putrajaya,Agent_D,2/1/2023,CONTACTED,33.7 hours,43,1878.66
CL-1691,Client_1691,a private Manufacturing enterprise,penang,Agent_B,11/11/2023,Qualifed,2.9 days,10,3532.75
CL-1282,Client_1282,a private Manufacturing enterprise,Cyber Jaya,Agent_C,9-Mar-23,Qualified,66.7h,44,4993.58
CL-2411,Client_2411,a regional Financial Institution, Shah Alam,Agent_D,22/06/2024,Lost ,0.6 days,42,2549.31
CL-0077,Client_077,a Government Service provider, Ipoh,Agent_D,3-Feb-23, Contacted,50.8h,N/A,3086.95
CL-1527,Client_1527,a regional Financial Institution,Ipoh ,Agent_A,12/28/2024,Qualified ,46.3,N/A,2997.03
CL-1617,Client_1617,a major Telecommunications provider,Seremban ,Agent_C,28/08/2023,Qualified ,59.7 hrs,30,2007.16
CL-2029,Client_2029,a regional Financial Institution,Petaling  Jaya,Agent_D,1/13/2023,Lost ,12.4 hours,25,1455.03
CL-1417,Client_1417,a Government Service provider,Alor Setar,Agent_B,7/10/2023,Qualified,0,4,2889.73
CL-0949,client_949,a leading Utility company,Subang  Jaya,Agent_C,16/02/2024,new,35.7,10,2076.62
CL-2199,Client_2199,a major Telecommunications provider, Ipoh,Agent_C,17/08/2023,Conctacted,9.0h,36,1180.2
CL-1716,Client_1716,a private Manufacturing enterprise,Subang Jya,Agent_D,18-Feb-24,Converted ,1.0 days,24,4710.63
CL-2631,Client_2631,a regional Financial Institution,Putrajya,Agent_A,5/11/2023,Qualifeid,0.8 days,30,1436.26
CL-1829,Client_1829,a leading Utility company,Penag,Agent_C,1/17/2024,CONTACTED,46.2,-1,4244.69
CL-0809,client_809,a regional Financial Institution,seremban,Agent_D,11/19/2024,Contactd,1.1 days,12,4667.88
CL-0597,client_597,a Government Service provider,Ipoh,Agent_B,5/10/2023, Converted,0.8 days,17,1971.29
CL-0645,Client_645,a major Telecommunications provider,PENANG,Agent_C,26/02/2023,Converted,27.9h,24,1652.45
CL-2898,Client_2898,a major Telecommunications provider,Klanng,Agent_B,12/11/2024,new,66.4 hrs,2,4875.12
CL-0885,Client_885,a Government Service provider,Subang  Jaya,Agent_C,15/03/2023,new,14.5 hrs,-1,4946.26
CL-2870,Client_2870,a regional Financial Institution,Ipho,Agent_C,5/19/2024,contacted,57.8 hrs,47,4275.2
CL-1294,Client_1294,a private Manufacturing enterprise,Kota Kinaballu,Agent_C,1-Apr-24,new,16.8 hours,44,1001.05
CL-1877,Client_1877,a private Manufacturing enterprise,Ipoh,Agent_D,2/3/2023,Los,50.4,37,3554.05
CL-1092,Client_1092,a Government Service provider,Alor  Setar,Agent_C,28/10/2023,converted,9,-1,4763.62
CL-2556,Client_2556,a private Manufacturing enterprise, Kuala Lumpur,Agent_D,3/1/2024,Contactd,39.3,47,4181.42
CL-2348,Client_2348,a private Manufacturing enterprise,ipoh,Agent_D,11/26/2023,CONVERTED,5.6h,45,3230.87
CL-1139,Client_1139,a Government Service provider,KL,Agent_B,22/08/2023, Lost,70.2,23,1026.89
CL-0835,Client_835,a private Manufacturing enterprise,Subang  Jaya,Agent_B,12/29/2024, New,57.3 hrs,45,3773.15
CL-0290,Client_290,a Government Service provider,Putrajaya,Agent_C,16/04/2023, Contacted,10.3 hrs,44,2189.27
CL-1722,Client_1722,a private Manufacturing enterprise,seremban,Agent_A,5/2/2024,new,32.5 hours,20 interactions,3062.38
CL-2911,Client_2911,a leading Utility company,Alor Setar ,Agent_B,10-Mar-23,qualified,52.6 hours,26,2616.68
CL-0212,Client_212,a private Manufacturing enterprise,KUCHING,Agent_A,5/29/2024,Qualifed,66.0 hours,15,2444.68
CL-0644,CLIENT_644,a major Telecommunications provider,Alor Setr,Agent_D,27/06/2024,Contactd,0.8 days,14,1071.24
CL-0061,Client_061,a regional Financial Institution, Subang Jaya,Agent_C,4-Oct-24,New ,2.6 days,37,3549.86
